1.952653061,2.086530612,2871.69,5311.64
2.122448980,2.236734694,2569.39,5419.6
2.266122449,2.422857143,2526.21,5376.42
2.462040816,2.576326531,2526.21,5074.12
2.592653061,2.746122449,2396.65,5160.49
2.746122449,2.909387755,2590.98,5311.64
2.932244898,3.105306122,2202.32,5203.68
3.131428571,3.284897959,2051.17,4922.98
3.278367347,3.689795918,1532.95,4707.05
3.712653061,3.836734694,2720.54,5570.75
3.787755102,3.911836735,1597.73,3735.39
3.911836735,4.215510204,1468.17,4685.46
9.959183673,11.095510204,2288.69,5290.05
11.118367347,12.320000000,1511.36,5203.68
16.826122449,17.982040816,2137.54,5138.9
18.008163265,19.033469388,1662.51,5095.72
