1.131666667,1.390666667,2170.07,4701.58
7.417666667,7.541333333,6381.97,8367.9
7.630000000,7.763000000,2693.83,6163.74
7.830666667,7.919333333,3435.82,6643.85
7.933333333,8.017333333,4941.63,7102.14
8.005666667,8.106000000,4046.88,6491.09
8.117666667,8.204000000,2606.53,5923.68
8.211000000,8.306666667,2955.71,5618.16
8.334666667,8.591333333,2388.3,4068.7
8.689333333,8.815333333,7058.5,9219.01
8.843333333,8.962333333,6927.56,8717.07
9.009000000,9.097666667,6796.62,8760.72
9.121000000,9.221333333,2824.77,4068.7
9.263333333,9.361333333,2824.77,3872.29
9.377666667,9.447666667,3021.18,3937.76
9.499000000,9.583000000,2977.53,3959.58
9.664666667,9.788333333,4592.46,7385.85
9.788333333,9.860666667,4723.4,6927.56
9.902666667,9.989000000,4439.7,7451.32
10.005333333,10.077666667,4657.93,7254.91
10.084666667,10.168666667,3741.35,5356.28
10.194333333,10.255000000,3501.29,5203.51
10.278333333,10.353000000,3414,5268.98
10.353000000,10.448666667,2715.65,4657.93
10.453333333,10.539666667,2650.18,4832.52
10.551333333,10.640000000,2606.53,4439.7
18.249000000,18.760000000,2824.77,4919.81
18.778666667,18.916333333,6054.62,7887.78
18.949000000,19.534666667,5596.33,8040.55
19.562666667,20.108666667,2628.36,5552.69
25.755333333,26.070333333,7145.79,8935.3
26.133333333,26.439000000,2824.77,5334.45
26.450666667,26.838000000,7102.14,9109.89
26.845000000,27.358333333,3501.29,5814.57
27.391000000,27.951000000,3654.05,9022.6
