1.671836735,1.927256236,5478.45,6406.93
1.950476190,2.995374150,3923.79,7659.29
2.948934240,3.157913832,7421.78,8350.26
3.076643991,3.366893424,4010.16,5867.12
3.215963719,3.459773243,5845.52,6795.59
3.459773243,4.272471655,3362.38,6126.23
4.330521542,4.597551020,6666.04,8134.33
4.539501134,5.027120181,3448.75,6147.82
4.922630385,5.654058957,4074.94,7659.29
5.665668934,6.443537415,3966.97,6989.93
20.096870748,21.072108844,4053.34,7918.41
21.002448980,21.304308390,7421.78,8307.07
21.153378685,21.466848073,3966.97,6018.26
21.292698413,21.524897959,5953.49,6752.41
21.606167800,22.233106576,3621.49,6234.19
22.465306122,23.103854875,3513.53,5975.08
22.976145125,24.462222222,4031.75,7486.55
33.924353741,34.829931973,3988.57,7853.63
34.992471655,35.514920635,4118.12,6644.45
36.072199546,38.324535147,3405.57,8652.55
