0.888888889,1.197278912,6792.75,8030.28
1.255328798,1.447619048,6271.68,8399.37
1.462131519,1.694331066,6011.15,7986.86
1.737868481,1.966439909,6944.73,9528.35
2.002721088,2.202267574,5663.77,9484.93
2.187755102,2.380045351,5576.92,9289.53
2.376417234,2.568707483,4665.05,8203.97
2.546938776,2.702947846,4643.34,7791.46
2.699319728,2.804535147,5077.56,8225.68
2.808163265,2.880725624,4795.32,7900.02
2.909750567,3.000453515,5576.92,7943.44
3.000453515,3.083900227,5663.77,7661.19
3.076643991,3.174603175,5164.41,7292.1
3.160090703,3.268934240,4925.59,7031.57
3.247165533,3.352380952,4730.19,7053.28
3.326984127,3.414058957,4534.79,6640.77
3.399546485,3.515646259,4100.56,6423.66
3.482993197,3.573696145,3232.12,6032.86
3.602721088,3.758730159,3145.27,7639.48
