0.612000000,0.756000000,1959.84,2871
0.776000000,1.012000000,3066.24,6689.18
1.056000000,1.264000000,2805.91,7470.17
1.260000000,1.436000000,4953.64,6775.96
1.452000000,1.592000000,3283.19,5365.83
1.576000000,1.820000000,3456.74,8207.77
1.848000000,2.118000000,2892.69,5712.94
2.130000000,2.310000000,2003.23,4628.23
2.286000000,2.400000000,2979.47,5040.42
2.364000000,2.502000000,4866.86,6819.34
2.502000000,2.598000000,2393.72,5062.11
2.598000000,2.736000000,3066.24,4975.34
2.736000000,2.898000000,4693.31,7643.72
5.934000000,6.294000000,4346.2,5778.02
10.050000000,10.296000000,2762.53,6580.71
10.314000000,10.458000000,5886.49,7535.25
10.404000000,10.794000000,2263.56,5821.41
10.770000000,10.908000000,2437.11,4628.23
10.896000000,11.148000000,2567.28,7253.23
11.154000000,11.454000000,2588.97,5778.02
11.400000000,11.622000000,2068.31,4194.34
14.574000000,14.748000000,2176.78,5322.44
14.736000000,14.940000000,4216.04,5062.11
14.952000000,15.126000000,2697.44,4302.81
15.060000000,15.330000000,3066.24,7209.84
15.348000000,15.636000000,2871,5821.41
18.468000000,18.582000000,1829.67,5778.02
18.612000000,18.834000000,4519.76,5127.2
23.250000000,23.574000000,2784.22,5517.69
23.700000000,23.964000000,2480.5,7253.23
23.976000000,24.246000000,3044.55,5712.94
