"","sound.files","dtw.dim.1","dtw.dim.2","dtw.dim.3","dtw.dim.4","dtw.dim.5"
"53","Parus-major-524612.wav-53",-45.5277296336916,-8.82524029359092,-9.29855518699761,-3.1715034276641,4.03082787323414
"54","Parus-major-524612.wav-54",8.8554398321186,6.68117768708571,7.65429227153688,-3.57913068181466,-2.44456751450647
"55","Parus-major-524612.wav-55",-41.7526078831258,-4.52705963175383,-9.69541056743721,-1.6348092235937,4.24955783265096
"56","Parus-major-524612.wav-56",7.73488610456027,6.09443074701131,7.46911224891598,-2.53644556700311,-2.49489035540605
"57","Parus-major-524612.wav-57",-43.3039487905464,-7.81361641795668,-8.40344977042051,-1.66596432610344,5.23186160332792
"58","Parus-major-524612.wav-58",7.28197423116696,6.52960371510385,7.47230122449108,-2.51744289507357,-2.68073179485309
"59","Parus-major-524612.wav-59",-42.10761428664,-4.00731268353077,-8.46543228746733,-4.23056951192628,-5.17971381204482
"60","Parus-major-524612.wav-60",7.88198362046177,6.10541705860583,7.4602817153309,-2.72308689738589,-2.41845711658299
"61","Parus-major-524612.wav-61",0.917449804572255,6.81676292026357,6.13560054598593,1.73772386753432,-2.47193378099042
"62","Parus-major-524612.wav-62",-42.1683960166684,-6.81303326249495,-7.49700155658231,-3.24353282544437,-0.00227782279625806
"63","Parus-major-524612.wav-63",8.77897136300042,6.69105838750852,7.61219350414024,-3.48672729280783,-2.42372405620005
"64","Parus-major-524612.wav-64",-39.8455007827361,-3.11367466804698,-7.94384236856916,-3.74705041352789,-4.64664936881597
"65","Parus-major-524612.wav-65",8.52278048718729,6.52198987798696,7.48142759640388,-2.95462347846887,-1.96824012241154
"66","Parus-major-524612.wav-66",-40.7639733736363,-2.95858805204353,-8.46407726383553,-3.29908260437265,-3.82116698640406
"67","Parus-major-524612.wav-67",8.26180950803082,6.50076966797893,7.41071359013678,-2.65001897939163,-1.96723313319625
"68","Parus-major-524612.wav-68",-39.6267191488331,-3.16097679152178,-7.29349676605521,-2.46107509251474,-1.76509835889458
"69","Parus-major-524612.wav-69",7.73355291539626,7.39684992757633,6.78792162120404,-2.0354714017808,-1.20560358079979
"70","Parus-major-524612.wav-70",-1.02788766835549,6.99156590672609,5.71883593215522,2.57835297261468,-2.40999693144068
"71","Parus-major-524612.wav-71",-39.5193340473945,-7.44634388917935,-4.45582954420527,-1.11848024354599,0.903967778260876
"72","Parus-major-524612.wav-72",6.09536635548901,6.84638945656962,7.08887741978118,-1.3836276351514,-2.30948376721619
"73","Parus-major-524612.wav-73",-40.1586331590862,-7.15544806529881,-5.52161079438663,-1.4640014437962,0.520525239096684
"74","Parus-major-524612.wav-74",7.03992906788514,7.05998180467865,7.41603572455984,-2.78213052040845,-2.87848345423909
"75","Parus-major-524612.wav-75",-40.7919892405887,-7.56816601958435,-6.04632273118704,-0.974454052990271,2.99133162142027
"76","Parus-major-524612.wav-76",7.36721540282408,6.52010803679027,7.53671893267768,-2.62636824150067,-2.73388027062538
"77","Parus-major-524612.wav-77",-38.104887674027,-2.94120017984523,-7.95118061901168,-1.36536484582422,0.720083736219068
"78","Parus-major-524612.wav-78",6.21034190401235,6.92602584143604,7.13400218732089,-1.48552154972475,-2.29953595874626
"79","Parus-major-524612.wav-79",-37.0159993533995,-8.04995642646211,-2.47794354410911,-0.539812748945113,-0.451134117289343
"80","Parus-major-524612.wav-80",6.62009073796558,7.02616340682073,7.25183713491169,-2.20297419130919,-2.6913251738095
"81","Parus-major-524612.wav-81",0.425739115938334,7.31669040006188,5.92597527357586,1.94913551269577,-2.41621998663896
"82","Parus-major-524612.wav-82",-39.8842567372746,-10.1979930150775,-3.90698251502287,-0.425815920618546,3.24018724413069
"83","Parus-major-524612.wav-83",7.73147851213081,6.55322568683907,7.68569620852772,-3.12551007224699,-2.91110846234506
"84","Parus-major-524612.wav-84",-35.3930456127885,-4.61862615516935,-5.15415962932163,0.98774041767236,4.22155550870463
"85","Parus-major-524612.wav-85",8.25029886789268,7.19281681845188,7.471104008167,-3.41933333436603,-2.54722343479467
"86","Parus-major-524612.wav-86",-35.3220632359146,-1.34030448278125,-6.90423607600991,-0.131203683774153,1.0208949898902
"87","Parus-major-524612.wav-87",7.66833964214717,7.09038812879211,7.28414146512053,-2.43726275010889,-2.05820417598469
"88","Parus-major-524612.wav-88",-37.0844676481466,-6.68224309296539,-3.61242576167878,-0.155752048831635,1.07200299596212
"89","Parus-major-524612.wav-89",7.36721540282408,6.52010803679027,7.53671893267768,-2.62636824150067,-2.73388027062538
"90","Parus-major-524612.wav-90",-37.1594778015126,-3.76736709957785,-6.2251669442622,-0.0806156657020962,2.64629899880675
"91","Parus-major-524612.wav-91",7.4089214431908,6.52926810895949,7.55378930442681,-2.69325815349918,-2.77627936836214
"92","Parus-major-524612.wav-92",-37.6808622483285,-3.83855386253386,-6.98542646167156,0.0348972394643105,3.87060280878836
"93","Parus-major-524612.wav-93",9.27324138671941,6.70710636174275,7.85444819843385,-4.10648265490393,-2.70855001517358
"94","Parus-major-524612.wav-94",-38.2828509234063,-10.4132538575775,-2.28570070672711,-0.0958700392353406,1.73747221731857
"95","Parus-major-524612.wav-95",7.90909264616687,6.08215252884928,7.57289592563685,-2.76804636447519,-2.59200535230307
"96","Parus-major-524612.wav-96",-48.0425470824618,-5.75514618290493,-10.8862335953177,-6.76470056192692,-4.53703143127935
"97","Parus-major-524612.wav-97",8.05749115613829,6.10781703314541,7.61363838863381,-2.96599106793133,-2.61614018063081
"98","Parus-major-524612.wav-98",-1.35485779036244,6.95457546539558,5.62378118677429,2.83851837588594,-2.20101066149756
"99","Parus-major-524612.wav-99",-41.7025287569713,-8.56497068752327,-4.71669666178648,-3.36019156663857,-1.91985249216499
"100","Parus-major-524612.wav-100",8.57160175597985,6.58562306677761,7.60301770476673,-3.01437065597274,-2.12411930455765
"101","Parus-major-524612.wav-101",-40.9771666493033,-6.42413604841752,-7.06932754626613,-1.19441375262618,2.73600541985996
"102","Parus-major-524612.wav-102",7.41559999642962,6.5156701203585,7.55013191865679,-2.68253075195738,-2.70380164008323
"103","Parus-major-524612.wav-103",-0.709065325984628,6.02886277634022,6.27240453141827,2.01491796286476,-3.21770669710447
"104","Parus-major-524612.wav-104",-41.5054011817309,-9.41117653526987,-5.8002294750346,-1.276697025327,3.5618817552702
"105","Parus-major-524612.wav-105",7.74048906986308,6.53653396607323,7.66766365736178,-3.12716620184213,-2.80855277701333
"106","Parus-major-524612.wav-106",-43.1518515846408,-5.12676672950668,-8.25688299964354,-4.15475364816841,-2.11067438455112
"107","Parus-major-524612.wav-107",6.62535636286832,7.02809409804696,7.23957158061319,-2.21064197388951,-2.67989527873054
"108","Parus-major-524612.wav-108",-46.336880118431,-8.39083702088231,-9.31527079422653,-4.40033449605474,0.973020479619474
"109","Parus-major-524612.wav-109",6.18200280914056,6.38612375114472,7.38400066501589,-2.02213903195299,-2.90724286011532
"110","Parus-major-524612.wav-110",-43.717680519493,-7.4385588677574,-8.82652967587932,-2.61081983355219,3.52644447021111
"111","Parus-major-524612.wav-111",6.97392360156871,6.43050406468104,7.38884234012835,-1.92736681670209,-2.29251132916295
"112","Parus-major-524612.wav-112",-42.2827977817795,-4.67586268703811,-9.62095993459416,-1.77414660189477,3.80574102225713
"113","Parus-major-524612.wav-113",6.38812083217316,6.95198281468173,7.16733660182412,-1.73734747109896,-2.35264203563214
"114","Parus-major-524612.wav-114",-20.6977452067007,0.835403118550668,1.18200273450093,5.26916568984255,2.79272074182054
"115","Parus-major-524612.wav-115",46.7100838274832,-3.26521858511145,5.3142012557663,-4.19916710005878,4.60691175917762
"116","Parus-major-524612.wav-116",-18.7101287906255,1.88030510461398,1.84633621388431,5.29102209278653,2.39915202184723
"117","Parus-major-524612.wav-117",40.7530396307152,-6.31031363976525,9.26404973445358,-2.42520290899984,4.26661976704823
"118","Parus-major-524612.wav-118",-20.095513239094,2.22766869975414,0.374418482873563,4.80847391400088,2.25512603060313
"119","Parus-major-524612.wav-119",41.7709277414603,-4.70834636842093,5.75764236443093,-1.37129941800628,1.50495808682187
"120","Parus-major-524612.wav-120",-19.6454481069288,1.50719863707977,1.48254812429586,4.8766353864421,1.83793866823193
"121","Parus-major-524612.wav-121",41.9820032661995,-4.46621134093836,6.05764504484746,1.96268582058171,3.48474813640278
"122","Parus-major-524612.wav-122",-18.8251354120577,1.8480335211958,1.85816135364934,5.38042594931566,2.5810323803094
"123","Parus-major-524612.wav-123",44.3019309197987,-6.56609478079275,8.39641403686405,-2.77292378639575,3.89785384793411
"124","Parus-major-524612.wav-124",-21.2018237135976,0.857245139602642,0.947518987765612,4.78765214111726,1.94831275642306
"125","Parus-major-524612.wav-125",40.8861920092116,-8.64939840471166,9.18121674637687,0.640111552559511,2.89567741118314
"126","Parus-major-524612.wav-126",-21.4116875993035,1.78601589642723,0.0481396164448259,4.8365025545954,2.57465411396176
"127","Parus-major-524612.wav-127",-18.9404902383746,0.570456118166215,2.55146343008995,5.2308465342907,2.15942616184944
"128","Parus-major-524612.wav-128",47.779701769641,-7.25365933790538,8.32305379894721,-1.38821085948347,3.96882865853628
"129","Parus-major-524612.wav-129",-17.3757298988595,2.25556103363379,2.13353312883322,5.0537576815222,1.94630480602677
"130","Parus-major-524612.wav-130",48.2443557173352,-7.19880922541721,8.59535378043506,-0.485307293259464,5.22082054201353
"131","Parus-major-524612.wav-131",-18.1523921934789,2.17870425510255,1.86994832520257,4.77838681962454,1.44990395443476
"132","Parus-major-524612.wav-132",46.5527016076989,-4.82042661056212,5.47083563529397,-2.14435636574235,2.69488268669399
"133","Parus-major-524612.wav-133",-18.6523027970467,1.89069473207932,1.84120682327322,5.23352419265017,2.27993270446789
"134","Parus-major-524612.wav-134",44.7986876111249,-7.4307463517934,8.88700680352508,1.80544247957746,5.61427092297954
"135","Parus-major-524612.wav-135",-18.5029858677678,1.60088409836192,1.97588697478865,4.44035557822076,1.06034728913834
"136","Parus-major-524612.wav-136",44.90695196375,-5.93230282371287,6.39409517366911,-0.457454809848831,3.15957083402211
"137","Parus-major-524612.wav-137",-19.3388048139768,1.02761428074493,1.9367330749114,5.06566637194777,2.13368926914392
"138","Parus-major-524612.wav-138",39.9117534962303,-10.721358851458,9.42035356884666,3.06692729086203,0.725899343953686
"139","Parus-major-524612.wav-139",-19.2951852974546,-0.0400247080199491,2.71355206263272,4.89585424350009,1.72243761285311
"140","Parus-major-524612.wav-140",44.1593818703734,-6.70817619946833,7.82803592248324,-1.5398396395193,2.22115083987303
"141","Parus-major-524612.wav-141",-18.7739210729838,1.40574117731244,1.57956790403696,5.3241670005995,3.17008986657826
"142","Parus-major-524612.wav-142",-18.3701688104327,3.46164637569835,0.4328087777489,4.78059483089972,2.40473439927297
"143","Parus-major-524612.wav-143",51.190678875723,-9.7917156868764,10.4473014274041,-0.648120513463644,5.21089537571714
"144","Parus-major-524612.wav-144",-16.7362367522725,3.0929345840583,1.68183869946705,4.23788889157088,0.27851364282837
"145","Parus-major-524612.wav-145",47.6331124346567,-7.76025808806022,8.6179714809178,-1.1871916952258,3.82835367633888
"146","Parus-major-524612.wav-146",-17.8276193655226,3.09447337980899,1.03070281556057,4.47494471848426,1.25087527272957
"147","Parus-major-524612.wav-147",48.3205068951676,-8.07846646241359,9.02605943885542,-1.1812369675427,4.71067161622731
"148","Parus-major-524612.wav-148",-18.0378874238498,2.24123469500003,1.84827764630218,4.66384443085055,1.31975870051178
"149","Parus-major-524612.wav-149",45.0508395075919,-4.72543459685233,6.16031713171704,-0.63537756425664,5.26149211885724
"150","Parus-major-524612.wav-150",-18.1413058631333,2.19394551328125,1.89169003509247,4.81086367418881,1.51440605592778
"151","Parus-major-524612.wav-151",-17.5674290828918,1.85262792754743,2.54926328266255,4.95139377836469,1.52762342191705
"152","Parus-major-524612.wav-152",48.2054140999364,-10.4108519475609,11.6263873153116,0.582282208096291,5.80282626469393
"153","Parus-major-524612.wav-153",-15.7115923758866,2.89890676421466,2.63510890527879,4.98569196593167,1.44611233046683
"154","Parus-major-524612.wav-154",46.168378414428,-7.92238224680214,8.56538551404881,-0.402003070795802,3.31732514715862
"155","Parus-major-524612.wav-155",-16.7584118279165,3.10005206972376,1.93370484342827,5.07202494460492,2.03182407185911
"156","Parus-major-524612.wav-156",44.5022636143798,-4.56771717063725,5.85527594349805,-0.0430316607606175,3.90261281206262
"157","Parus-major-524612.wav-157",-18.4915546425839,-0.225204445669401,2.41678704288929,2.58283441418156,1.14221152403405
"158","Parus-major-524612.wav-158",47.3662306170108,-6.21971525402081,7.58129429720841,-0.773686448691525,5.2109966250411
"159","Parus-major-524612.wav-159",-18.8247019548223,1.70760270010348,1.73919254017481,5.20520997686523,2.44083823390327
"160","Parus-major-524612.wav-160",-17.883523861313,2.14794305745085,2.13264735685994,5.39100743662484,2.61465236346259
"161","Parus-major-524612.wav-161",47.3736944074759,-11.0939913123323,11.7143288068024,1.34834463248415,5.6682733200489
"162","Parus-major-524612.wav-162",-17.1591216040759,3.43927020834291,1.04722839579972,3.9571040567185,0.22723866561834
"163","Parus-major-524612.wav-163",48.7415451471098,-7.13215611522314,8.52766130702123,-0.527740626751959,6.32922447670554
"164","Parus-major-524612.wav-164",-16.5907238368226,2.75785777906241,2.32472937289492,4.71187490119903,1.02165002501358
"165","Parus-major-524612.wav-165",43.984419470683,-7.78668602196828,8.71275761030146,-0.00175054160031287,3.26789207266893
"166","Parus-major-524612.wav-166",-17.9219516760287,2.2952356913861,1.91355927580092,4.67680972872988,1.33313214706565
"167","Parus-major-524612.wav-167",50.4474987836633,-7.20945238489488,7.94780667928799,-0.921556295575054,5.82084208705433
"168","Parus-major-524612.wav-168",-17.282988201122,1.33931009338465,3.05151316601483,5.09926088461435,1.61125722631815
"169","Parus-major-524612.wav-169",47.1012181222261,-4.8476941187577,6.11558989555692,-1.84840749436482,5.26772088995046
"170","Parus-major-524612.wav-170",-16.2405446295982,2.86358052899634,2.33629437260434,4.51527236949651,0.650039272387529
"171","Parus-major-524612.wav-171",-15.0206982709928,2.6885601394351,3.34254036450043,5.16477057743523,1.19173086123397
"172","Parus-major-524612.wav-172",44.7186940936728,-5.86571886647236,6.85472481420589,2.36935728999758,4.5095127817345
"173","Parus-major-524612.wav-173",-17.2654271568822,2.06193937933374,2.07361073121274,3.61215537754144,-0.474225223398241
"174","Parus-major-524612.wav-174",41.181934749402,-5.22326145589336,6.28591746725063,-1.68709109564452,2.55165913227828
"175","Parus-major-524612.wav-175",-17.5496785508999,2.37353227102662,1.93616539666669,4.49985618128514,1.0132625382151
"176","Parus-major-524612.wav-176",43.4330171752161,-8.22253011111831,9.2367526568881,-0.367474409636603,4.360499952426
"177","Parus-major-524612.wav-177",-17.655792734777,2.37588507597962,1.92067569402109,4.56875549390291,1.19143084019015
"178","Parus-major-524612.wav-178",43.6663391921526,-10.0318618936997,10.6539895539798,1.46671548647978,3.89969545643926
"179","Parus-major-524612.wav-179",-17.5328331856676,1.89442830464619,2.56353699617547,4.93999871976914,1.57901378437147
"180","Parus-major-524612.wav-180",-16.2855524621714,2.75620394529193,2.60215713377412,5.24288752455655,2.06838602291698
"181","Parus-major-524612.wav-181",46.6993189831377,-10.581871079936,11.5589802224163,1.17725164540715,5.45312915381949
"182","Parus-major-524612.wav-182",-15.7779109100516,3.89295518465144,1.43793770861212,4.00198205675623,0.056238626706386
"183","Parus-major-524612.wav-183",46.4499173619921,-10.5449208270356,11.3422991474824,1.02679046505418,5.44303449219951
"184","Parus-major-524612.wav-184",-16.349107332114,2.36642927865184,2.53173931696249,4.12644672757833,0.204400524337892
"185","Parus-major-524612.wav-185",47.814769512282,-8.82462136435765,9.85608562713012,-0.806675828843602,4.58824339028447
"186","Parus-major-524612.wav-186",-17.7311298361197,2.31978970602033,1.94639051936287,4.5899690212678,1.17609273301181
"187","Parus-major-524612.wav-187",45.3696012402138,-8.00562905704256,9.26983459347659,0.891810393063048,5.82572830803127
"188","Parus-major-524612.wav-188",-18.5980252659714,2.77411185699107,0.657033207534998,3.96980971424672,0.442486148600377
"189","Parus-major-524612.wav-189",47.4613516154734,-8.97731229414352,10.1434074944532,-0.699911779250965,5.67884626698965
"190","Parus-major-524612.wav-190",-18.1842333054497,2.62346133505725,1.30972706963979,4.30673961063592,0.861452810559826
"191","Parus-major-524612.wav-191",44.4107191411868,-4.45706485960874,6.30282345668704,1.41199286344809,5.5354335846593
"192","Parus-major-524612.wav-192",-18.0937236716304,2.58207338723714,1.45650666902868,5.02936643264419,2.196384113776
"193","Parus-major-524612.wav-193",-15.200403774535,2.50730825426097,3.21702042274807,5.09322460973107,1.42422547224929
"194","Parus-major-524612.wav-194",48.3893302661721,-10.4450912669076,11.4443661374158,0.44844287475278,5.68436555696536
"195","Parus-major-524612.wav-195",-17.1541248823468,3.54019842817018,0.533864603958286,3.46334207815034,-0.436615622482006
"196","Parus-major-524612.wav-196",46.3646931788345,-8.24669756647194,9.40074268930577,2.30003633742328,6.17714119041839
"197","Parus-major-524612.wav-197",-17.8777426413903,2.29143585838971,1.90035641195366,4.61639413647625,1.19670463835324
"198","Parus-major-524612.wav-198",44.2439417722875,-7.86402504896312,8.37797623001831,0.0347354487106649,1.90637892302576
"199","Parus-major-524612.wav-199",-17.774655774293,2.34231562015896,1.90461895145975,4.58279553964015,1.16057185424787
"200","Parus-major-524612.wav-200",47.4371016709027,-8.41948938091569,9.47749403542527,2.1909221349213,6.54177047713229
"201","Parus-major-524612.wav-201",-16.9468142918046,1.85244928933155,2.66041374896517,5.24578504642479,2.23498346725304
"202","Parus-major-524612.wav-202",-18.2139187714644,1.50085286805631,2.4597896469735,5.42340224607258,2.37416047799921
"203","Parus-major-524612.wav-203",50.3409313020449,-9.21484869164869,10.0899629186534,-0.662305491499451,5.60258659009322
"204","Parus-major-524612.wav-204",-16.7673614704637,3.83050591249371,0.164344624232833,3.32888652891664,0.521958936666838
"205","Parus-major-524612.wav-205",45.3292257702812,-4.2695637594025,5.56165535465738,0.423254086220163,3.94430065047874
"206","Parus-major-524612.wav-206",-16.5205105524955,2.77016846970722,2.32289194474626,4.65657724558038,0.896847383181886
"207","Parus-major-524612.wav-207",42.6203107388521,-8.22639858343062,8.97352353701701,0.493095589298403,2.40612166314315
"208","Parus-major-524612.wav-208",-17.5396053169447,2.87656669279065,1.67247992824782,4.9085943525098,1.68861467027979
"209","Parus-major-524612.wav-209",44.8302420577716,-4.11562057071849,5.87211292531503,3.88997124650012,6.68955456526139
"210","Parus-major-524612.wav-210",-18.1235401691153,2.64250895623379,1.29668856141665,4.26556821610833,0.809099062654496
"211","Parus-major-524612.wav-211",40.7402762651119,-9.80214318158298,9.79893847361726,2.07957023832676,2.19410380806429
"212","Parus-major-524612.wav-212",-18.1898284754079,2.08406577647399,1.80534204451759,4.69812536225896,1.47186111439378
"213","Parus-major-524612.wav-213",-17.8771371709673,2.33127147319829,1.87893467773555,4.65230970400829,1.34016551230638
"214","Parus-major-524612.wav-214",51.0833524504088,-10.8280814541942,11.6076204804435,-0.238057457580042,6.55517132865333
"215","Parus-major-524612.wav-215",-16.4824237467245,3.7928107156734,0.870540510999562,4.03290062623941,0.475084285712298
"216","Parus-major-524612.wav-216",48.1035534403059,-7.22378354271716,8.09165496629056,-1.56361459459664,3.636265490815
"217","Parus-major-524612.wav-217",-16.7000350473432,3.09416850866497,1.73384431569635,4.2828253648754,0.367837265217458
"218","Parus-major-524612.wav-218",42.4994416044876,-9.52793139928191,10.0565210443886,1.52999506078985,2.92955900359536
"219","Parus-major-524612.wav-219",-16.8564984982203,2.24394288217217,2.4938161387626,4.38661898228621,0.665388975406845
"220","Parus-major-524612.wav-220",42.7251868946168,-8.42068259130819,9.25393439331543,0.613578571347577,2.46869160441582
"221","Parus-major-524612.wav-221",-17.2049781718062,2.45638692419884,2.29695766422608,5.18057268608999,2.00741662720227
"222","Parus-major-524612.wav-222",44.4249707277847,-6.78399053710164,8.13332380398119,1.30530357642981,4.56249306226626
"223","Parus-major-524612.wav-223",-17.5504104728843,1.74155837477952,2.31974881384348,4.62275553260085,1.38600596768885
"224","Parus-major-524612.wav-224",45.1879881113768,-9.13184121458202,9.94439878737761,0.321266901471671,4.57809440828443
"225","Parus-major-524612.wav-225",-17.5969929492387,1.65053833311489,2.40323443459519,4.75661113779774,1.42750732520121
"226","Parus-major-535366.wav-1",-37.3390684704599,-7.33992489527378,-4.01851125700706,0.886209873242101,4.24398435076831
"227","Parus-major-535366.wav-2",30.3620774682876,11.9628761823298,0.0252106114029913,-8.2210794722718,3.88024306678157
"228","Parus-major-535366.wav-3",-34.2427993997872,-6.7204060914882,-2.53974139492072,2.09047944940181,4.45025526460791
"229","Parus-major-535366.wav-4",-33.0574609001712,-4.95818829244215,-2.98355036731877,2.79395044136377,5.37833319955489
"230","Parus-major-535366.wav-5",32.1072515869568,11.9421893549893,-0.615998956154105,-7.26267874364508,4.87332501241271
"231","Parus-major-535366.wav-6",73.3823296305996,-2.66628554305291,-7.73412355786191,-5.40035848434421,-4.16094360697899
"232","Parus-major-535366.wav-7",-30.0706694537702,-3.48764283541687,-1.09396987905502,0.873816464760444,-0.616513034457574
"233","Parus-major-535366.wav-8",-31.7287943203556,-6.11334219146439,-0.513996522392593,2.08215117609352,2.2798703633701
"234","Parus-major-535366.wav-9",31.3092386079866,9.79619342788495,1.18245784872229,-9.46863873654961,2.90399286078973
"235","Parus-major-535366.wav-10",73.9027420970685,-3.87562292127564,-6.46408750588107,-4.99216421358821,-4.0647552347255
