0.946938776,1.035102041,6966.55,7722.29
1.061224490,1.208163265,7052.92,8046.18
1.224489796,1.404081633,6729.04,7549.55
1.283265306,1.684897959,6621.07,6621.07
1.420408163,1.551020408,7052.92,7851.85
1.606530612,1.740408163,6448.33,7787.07
1.727346939,1.897142857,6901.78,7851.85
1.926530612,2.086530612,6426.74,7247.26
2.083265306,2.207346939,6772.22,7549.55
2.272653061,2.465306122,6318.78,7247.26
2.442448980,2.569795918,6685.85,7614.33
2.608979592,2.801632653,6275.59,7268.85
2.804897959,2.955102041,6534.7,7549.55
2.935510204,3.128163265,5886.93,7484.78
3.157551020,3.288163265,6340.37,7700.7
3.294693878,3.402448980,5563.04,7635.92
3.444897959,3.689795918,6189.22,7571.15
3.627755102,3.800816327,4785.71,7290.44
3.813877551,3.983673469,6275.59,7312.04
4.003265306,4.195918367,6275.59,7916.63
4.186122449,4.336326531,4850.49,6901.78
4.222040816,4.222063492,6016.48,6102.85
4.329795918,4.463673469,6232.41,7657.52
4.460408163,4.558367347,6124.45,7787.07
7.722448980,7.882448980,6815.41,7679.11
7.895510204,8.081632653,6340.37,7333.63
8.045714286,8.208979592,6621.07,7549.55
8.251428571,8.424489796,6167.63,7355.22
8.417959184,8.564897959,6361.96,7571.15
8.607346939,8.685714286,6448.33,7204.07
8.773877551,8.930612245,6707.44,7700.7
8.946938776,9.100408163,6189.22,7441.59
9.116734694,9.253877551,6707.44,7830.26
9.289795918,9.479183673,6167.63,7160.89
9.456326531,9.596734694,6621.07,7592.74
9.694693878,9.812244898,6102.85,7592.74
9.808979592,9.978775510,6513.11,7463.18
9.978775510,10.475102041,4526.6,8024.59
