0.242666667,1.633333333,4441.12,8495.35
5.040000000,6.458666667,4484.25,9207
8.680000000,10.033333333,4570.51,9250.13
12.544000000,13.934666667,4592.07,9163.87
16.445333333,16.772000000,7999.35,9099.17
16.744000000,17.705333333,4527.38,7546.49
19.544000000,19.861333333,7762.14,8646.31
19.814666667,20.169333333,5821.28,7309.27
20.150666667,21.000000000,4527.38,5885.98
22.820000000,23.146666667,7719.01,9163.87
23.090666667,23.566666667,5864.41,7568.05
23.445333333,24.136000000,4570.51,5907.54
26.124000000,26.469333333,7826.83,8775.7
26.441333333,26.805333333,5778.15,7417.1
26.721333333,27.505333333,4484.25,6058.5
31.481333333,31.817333333,7697.44,9185.43
31.780000000,32.153333333,5993.8,7330.84
32.060000000,32.900000000,4592.07,5756.59
35.793333333,36.157333333,7697.44,8948.22
36.176000000,36.568000000,5972.24,7287.71
36.474666667,37.370666667,4290.16,5842.85
