1.584761905,1.859047619,928.36,1900.02
1.879365079,2.306031746,928.36,2007.99
2.326349206,2.570158730,1144.29,2051.17
2.600634921,3.078095238,949.952,1900.02
3.189841270,3.453968254,1921.62,4793.42
3.545396825,3.880634921,1727.28,3994.5
6.400000000,6.572698413,1468.17,2785.32
6.623492063,6.765714286,1964.8,2742.13
6.765714286,7.050158730,1727.28,2331.87
7.050158730,7.283809524,1770.47,2914.87
7.283809524,7.781587302,928.36,1662.51
11.042539683,11.459047619,1036.32,1986.39
11.499682540,11.824761905,1079.51,1921.62
11.855238095,12.180317460,1101.1,1705.69
12.180317460,12.556190476,1101.1,1792.06
12.566349206,12.881269841,1165.88,1878.43
12.881269841,13.287619048,1014.73,1986.39
13.267301587,13.592380952,1144.29,1856.84
13.612698413,13.998730159,1165.88,1921.62
14.008888889,14.455873016,1122.69,1943.21
14.476190476,14.608253968,1317.03,1878.43
14.801269841,15.248253968,1835.25,4339.98
18.600634921,18.824126984,1511.36,2828.5
18.824126984,19.139047619,1403.4,2871.69
19.098412698,19.321904762,2245.5,3195.57
19.281269841,19.809523810,1576.14,2396.65
19.840000000,20.144761905,1727.28,3864.94
28.667936508,30.222222222,1489.77,1878.43
33.757460317,35.311746032,1381.8,1921.62
35.281269841,35.687619048,2007.99,3389.91
39.080634921,40.431746032,1122.69,1943.21
40.370793651,40.675555556,2029.58,3843.35
44.139682540,44.982857143,1295.43,2439.84
44.911746032,45.440000000,1792.06,3066.02
