1.375056689,1.795918367,151.266,658.453
1.970068027,2.663038549,259.466,739.603
2.724716553,3.189115646,171.554,773.416
3.374149660,3.649886621,212.129,759.891
5.053968254,5.736054422,198.604,780.178
5.775963719,6.302040816,171.554,813.991
6.468934240,6.788208617,191.841,739.603
6.828117914,7.419501134,164.791,726.078
7.673469388,8.021768707,171.554,793.703
8.232199546,8.885260771,218.891,746.366
8.954195011,9.465759637,212.129,759.891
9.676190476,10.031746032,171.554,705.791
10.060770975,10.739229025,185.079,719.316
10.880725624,11.138321995,239.179,746.366
21.714285714,22.472562358,245.941,766.653
44.132426304,44.879818594,124.216,962.766
44.934240363,45.453061224,144.504,983.053
45.583673469,45.921088435,158.029,793.703
45.964625850,46.497959184,178.316,759.891
46.701133787,47.078458050,124.216,901.903
47.190929705,47.923809524,117.454,942.478
47.970975057,48.497052154,158.029,928.953
48.634920635,48.965079365,185.079,847.803
48.994104308,49.585487528,185.079,820.753
