3.112000000,3.448000000,2268.08,3432.59
3.544000000,3.936000000,2160.25,3109.12
4.128000000,4.592000000,1901.47,3324.77
4.704000000,5.104000000,2073.99,3216.94
5.424000000,5.784000000,1987.73,3065.99
8.448000000,8.608000000,3087.55,3734.5
8.688000000,8.944000000,1815.21,2764.08
9.104000000,9.520000000,2440.6,3475.72
9.680000000,9.992000000,2548.42,3389.46
10.264000000,10.632000000,2311.21,3389.46
10.848000000,11.208000000,2397.47,3346.33
19.576000000,19.824000000,2764.08,3626.68
19.744000000,20.000000000,2160.25,3022.86
20.144000000,20.528000000,2117.12,3583.55
20.720000000,21.208000000,2203.38,3605.11
21.448000000,21.936000000,2224.95,3561.98
22.344000000,22.472000000,2656.25,3669.81
22.600000000,22.784000000,3260.07,5696.93
22.840000000,22.920000000,4748.06,5761.62
22.960000000,23.192000000,4208.94,5804.75
23.200000000,23.544000000,2375.9,4122.68
28.232000000,28.512000000,2828.77,3734.5
28.600000000,28.880000000,2807.21,3173.81
28.872000000,29.256000000,2807.21,3367.9
29.584000000,29.928000000,2720.95,3712.94
29.928000000,30.312000000,2634.68,4403.02
33.816000000,35.880000000,1793.65,3238.51
36.264000000,36.472000000,2720.95,4489.28
36.520000000,36.936000000,4963.71,6106.66
37.120000000,37.472000000,2505.29,3691.37
37.448000000,37.728000000,4446.15,5395.02
